Name,7-year Repayment Rate,Net Price,Income Range
Western Illinois University,0.788384129,15423,30-75K
Wheaton College,0.956862745,19175,30-75K
Ancilla College,0.636942675,14829,30-75K
Anderson University,0.735349716,20846,30-75K
Ball State University,0.741101695,13327,30-75K
Bethel University,0.793103448,18600,30-75K
Butler University,0.88,30736,30-75K
Calumet College of Saint Joseph,0.557788945,9919,30-75K
DePauw University,0.85492228,17511,30-75K
Earlham College,0.881481482,16534,30-75K
University of Evansville,0.826732673,18891,30-75K
Franklin College,0.835748792,18934,30-75K
Goshen College,0.823863636,17171,30-75K
Grace College and Theological Seminary,0.927884615,18705,30-75K
Hanover College,0.850340136,19353,30-75K
Holy Cross College,0.694117647,22203,30-75K
Huntington University,0.825641026,16311,30-75K
Purdue University Fort Wayne,0.7,10532,30-75K
Indiana University-Purdue University-Indianapolis,0.685139319,9077,30-75K
University of Indianapolis,0.691558442,17665,30-75K
Indiana Institute of Technology,0.580645161,18754,30-75K
University of Southern Indiana,0.717105263,11561,30-75K
Indiana State University,0.706740792,12509,30-75K
Indiana University-Kokomo,0.643979058,8260,30-75K
Indiana University-South Bend,0.633692458,8413,30-75K
Indiana University-Bloomington,0.810897436,9441,30-75K
Indiana University-Northwest,0.563829787,7447,30-75K
Indiana University-Southeast,0.643852979,9014,30-75K
Indiana University-East,0.523178808,8441,30-75K
International Business College-Fort Wayne,0.618257261,18393,30-75K
International Business College-Indianapolis,0.618257261,17010,30-75K
Manchester University,0.783687943,17636,30-75K
Marian University,0.639053254,17216,30-75K
Indiana Wesleyan University-Marion,0.699869792,16772,30-75K
University of Notre Dame,0.936127745,14969,30-75K
Oakland City University,0.75483871,13355,30-75K
Rose-Hulman Institute of Technology,0.904761905,33727,30-75K
University of Saint Francis-Fort Wayne,0.738866397,15006,30-75K
Saint Mary-of-the-Woods College,0.652173913,23562,30-75K
Saint Mary's College,0.904191617,14590,30-75K
Taylor University,0.889830509,21344,30-75K
Trine University,0.763888889,20017,30-75K
Valparaiso University,0.826732673,18346,30-75K
Vincennes University,0.614678899,11629,30-75K
Wabash College,0.812030075,15036,30-75K
Briar Cliff University,0.808724832,18182,30-75K
Buena Vista University,0.831447964,17601,30-75K
Central College,0.872727273,19142,30-75K
Clarke University,0.862453532,21458,30-75K
Coe College,0.875486381,16997,30-75K
Cornell College,0.875,23146,30-75K
Des Moines Area Community College,0.642592593,9802,30-75K
Dordt University,0.944444444,23348,30-75K
Drake University,0.886831276,25645,30-75K
University of Dubuque,0.736196319,21296,30-75K
Ellsworth Community College,0.637795276,10677,30-75K
Eastern Iowa Community College District,0.644104804,11001,30-75K
Faith Baptist Bible College and Theological Seminary,0.831325301,14416,30-75K
Graceland University-Lamoni,0.758112094,17076,30-75K
Grand View University,0.794930876,17690,30-75K
Hawkeye Community College,0.688385269,11445,30-75K
Indian Hills Community College,0.605,8490,30-75K
Iowa Central Community College,0.676369863,9163,30-75K
Iowa Lakes Community College,0.761346999,10307,30-75K
Iowa State University,0.844976077,12582,30-75K
Iowa Wesleyan University,0.684210526,26381,30-75K
Iowa Western Community College,0.677354709,10264,30-75K
University of Iowa,0.828193833,14130,30-75K
Kirkwood Community College,0.674468851,9747,30-75K
Loras College,0.909090909,14800,30-75K
Luther College,0.884210526,19267,30-75K
Marshalltown Community College,0.641114983,8305,30-75K
Mercy College of Health Sciences,0.722488038,20056,30-75K
Morningside College,0.833836858,21996,30-75K
Mount Mercy University,0.885885886,18754,30-75K
Ashford University,0.461088825,19465,30-75K
North Iowa Area Community College,0.671521036,7916,30-75K
University of Northern Iowa,0.852443609,14996,30-75K
Northwestern College,0.93220339,21204,30-75K
Northeast Iowa Community College,0.723776224,9065,30-75K
Saint Ambrose University,0.860323887,24124,30-75K
Simpson College,0.890736342,20589,30-75K
Southeastern Community College,0.695550351,6780,30-75K
Southwestern Community College,0.646840149,8845,30-75K
Upper Iowa University,0.706051873,21193,30-75K
Waldorf University,0.75974026,19599,30-75K
Wartburg College,0.907216495,18712,30-75K
William Penn University,0.701086957,19974,30-75K
Allen County Community College,0.553314121,6727,30-75K
Baker University,0.723562152,20280,30-75K
Barton County Community College,0.588652482,7827,30-75K
Benedictine College,0.784,21166,30-75K
Bethany College,0.768115942,29549,30-75K
Butler Community College,0.596837945,8761,30-75K
Central Christian College of Kansas,0.745614035,12245,30-75K
Cloud County Community College,0.710059172,6909,30-75K
Coffeyville Community College,0.480662983,3742,30-75K
Colby Community College,0.70995671,10147,30-75K
Cowley County Community College,0.554216868,9021,30-75K
Dodge City Community College,0.541666667,4220,30-75K
Emporia State University,0.742793792,13337,30-75K
Fort Hays State University,0.77675841,11380,30-75K
Friends University,0.675925926,16898,30-75K
Garden City Community College,0.697435897,6386,30-75K
Hutchinson Community College,0.641207815,7502,30-75K
Johnson County Community College,0.611229567,12758,30-75K
University of Kansas,0.783856502,16023,30-75K
Newman University,0.774703557,11859,30-75K
Kansas State University,0.829708933,16322,30-75K
Kansas Wesleyan University,0.68487395,24645,30-75K
Labette Community College,0.638157895,6932,30-75K
McPherson College,0.764285714,19598,30-75K
MidAmerica Nazarene University,0.792243767,18263,30-75K
Ottawa University-Ottawa,0.651428571,24487,30-75K
Pittsburg State University,0.783545544,13319,30-75K
University of Saint Mary,0.748251748,19031,30-75K
Southwestern College,0.735211268,22090,30-75K
Sterling College,0.755725191,20143,30-75K
Tabor College,0.847560976,23408,30-75K
Wichita State University,0.719869707,13884,30-75K
Asbury University,0.841085271,25996,30-75K
Bellarmine University,0.812080537,21771,30-75K
Berea College,0.77826087,5069,30-75K
Campbellsville University,0.692090396,16691,30-75K
Centre College,0.897196262,18511,30-75K
Galen College of Nursing-Louisville,0.569672131,25745,30-75K
University of the Cumberlands,0.742236025,16952,30-75K
Eastern Kentucky University,0.662975445,13192,30-75K
Georgetown College,0.830188679,18219,30-75K
American National University-Lexington,0.326633166,23916,30-75K
Kentucky State University,0.368038741,9814,30-75K
Kentucky Wesleyan College,0.725714286,25346,30-75K
University of Kentucky,0.77841802,16504,30-75K
Kentucky Christian University,0.636942675,18407,30-75K
Lindsey Wilson College,0.612426036,15307,30-75K
University of Louisville,0.726567164,15658,30-75K
Midway University,0.636645963,21301,30-75K
Morehead State University,0.60130719,12170,30-75K
Murray State University,0.742935278,11448,30-75K
Northern Kentucky University,0.674069961,8608,30-75K
University of Pikeville,0.625954199,18221,30-75K
Spalding University,0.677272727,22256,30-75K
Sullivan University,0.5382263,38957,30-75K
Thomas More University,0.72,16072,30-75K
Transylvania University,0.867549669,21453,30-75K
Union College,0.622857143,18018,30-75K
Western Kentucky University,0.66284585,17194,30-75K
Bossier Parish Community College,0.599326599,10700,30-75K
Centenary College of Louisiana,0.805825243,23315,30-75K
Dillard University,0.487046632,17371,30-75K
Grambling State University,0.422297297,20032,30-75K
ITI Technical College,0.685483871,19991,30-75K
Louisiana State University-Alexandria,0.641025641,7812,30-75K
Louisiana State University and Agricultural & Mechanical College,0.791496321,15219,30-75K
Louisiana State University-Eunice,0.689243028,8333,30-75K
Louisiana State University-Shreveport,0.650837989,8909,30-75K
Louisiana College,0.788321168,12220,30-75K
Louisiana Tech University,0.746268657,8946,30-75K
Loyola University New Orleans,0.803921569,18131,30-75K
McNeese State University,0.667175573,15258,30-75K
University of New Orleans,0.676056338,11222,30-75K
Nicholls State University,0.746218487,11028,30-75K
University of Louisiana at Monroe,0.6873706,8955,30-75K
Northwestern State University of Louisiana,0.662556054,11010,30-75K
University of Holy Cross,0.679245283,14972,30-75K
Franciscan Missionaries of Our Lady University,0.742474916,14476,30-75K
Southeastern Louisiana University,0.735467565,11891,30-75K
Southern University and A & M College,0.548644338,17352,30-75K
University of Louisiana at Lafayette,0.752145923,10765,30-75K
Tulane University of Louisiana,0.823788546,24838,30-75K
Xavier University of Louisiana,0.571030641,20094,30-75K
Central Maine Community College,0.680232558,10463,30-75K
Eastern Maine Community College,0.690184049,10508,30-75K
University of Maine at Augusta,0.594285714,10904,30-75K
University of Maine at Farmington,0.812631579,12707,30-75K
University of Maine,0.842105263,15074,30-75K
University of Maine at Presque Isle,0.729166667,10121,30-75K
University of New England,0.833333333,30234,30-75K
Maine College of Art,0.804597701,30591,30-75K
Saint Joseph's College of Maine,0.844,24504,30-75K
Southern Maine Community College,0.67953668,11018,30-75K
University of Southern Maine,0.762830482,11369,30-75K
Thomas College,0.734299517,20494,30-75K
Allegany College of Maryland,0.661971831,10696,30-75K
Anne Arundel Community College,0.578881988,15312,30-75K
University of Baltimore,0.615803815,25510,30-75K
Bowie State University,0.417597765,17392,30-75K
Cecil College,0.544554455,8958,30-75K
College of Southern Maryland,0.649122807,7326,30-75K
Washington Adventist University,0.571428571,18264,30-75K
Coppin State University,0.369803064,10548,30-75K
Frederick Community College,0.618320611,7181,30-75K
Frostburg State University,0.701112878,14122,30-75K
Garrett College,0.596330275,8946,30-75K
Goucher College,0.873737374,22162,30-75K
Hagerstown Community College,0.668604651,6843,30-75K
Harford Community College,0.706896552,8108,30-75K
Hood College,0.81496063,19417,30-75K
Howard Community College,0.612781955,10686,30-75K
Johns Hopkins University,0.831099196,12497,30-75K
Loyola University Maryland,0.851851852,32049,30-75K
University of Maryland-Baltimore County,0.811501597,17146,30-75K
University of Maryland-College Park,0.843507752,14929,30-75K
Maryland Institute College of Art,0.80952381,40691,30-75K
University of Maryland Eastern Shore,0.377737226,17609,30-75K
Montgomery College,0.635761589,8918,30-75K
Morgan State University,0.348726115,16865,30-75K
Mount St. Mary's University,0.833333333,27644,30-75K
Notre Dame of Maryland University,0.703703704,24371,30-75K
Prince George's Community College,0.434622468,9748,30-75K
Salisbury University,0.782191781,15666,30-75K
St. Mary's College of Maryland,0.869047619,14350,30-75K
St. John's College,0.780821918,13318,30-75K
Towson University,0.773662551,15498,30-75K
Stevenson University,0.766756032,25964,30-75K
Washington College,0.879310345,22026,30-75K
McDaniel College,0.884259259,19682,30-75K
Wor-Wic Community College,0.544117647,8642,30-75K
American International College,0.655737705,19341,30-75K
Anna Maria College,0.669683258,24003,30-75K
Assumption College,0.891975309,27030,30-75K
Babson College,0.916666667,23688,30-75K
Bay Path University,0.676923077,18883,30-75K
Bay State College,0.558139535,32322,30-75K
Becker College,0.672768879,27914,30-75K
Bentley University,0.952164009,25570,30-75K
Berklee College of Music,0.688172043,44736,30-75K
Berkshire Community College,0.586046512,9281,30-75K
Boston Architectural College,0.666666667,24716,30-75K
Boston College,0.920875421,13827,30-75K
Boston University,0.885865959,17274,30-75K
Brandeis University,0.90625,21988,30-75K
Bridgewater State University,0.738715278,15849,30-75K
Bristol Community College,0.655384615,6846,30-75K
Bunker Hill Community College,0.629107981,8139,30-75K
Cambridge College,0.565789474,24504,30-75K
Cape Cod Community College,0.60625,9649,30-75K
Laboure College,0.61971831,35549,30-75K
Clark University,0.901694915,21232,30-75K
Curry College,0.773626374,28199,30-75K
Dean College,0.616788321,28991,30-75K
Eastern Nazarene College,0.771863118,21889,30-75K
Emerson College,0.861035422,39829,30-75K
Emmanuel College,0.801136364,28581,30-75K
Endicott College,0.914798206,30095,30-75K
Fisher College,0.633093525,22848,30-75K
Fitchburg State University,0.724394786,15361,30-75K
Framingham State University,0.822761194,17377,30-75K
Benjamin Franklin Institute of Technology,0.5546875,13370,30-75K
Gordon College,0.934306569,22164,30-75K
Greenfield Community College,0.642241379,9083,30-75K
Hampshire College,0.78,22553,30-75K
Harvard University,0.722772277,2148,30-75K
Holyoke Community College,0.652727273,8169,30-75K
Lasell University,0.851449275,24220,30-75K
Lesley University,0.71559633,29971,30-75K
University of Massachusetts-Lowell,0.747262774,14778,30-75K
University of Massachusetts-Amherst,0.82856022,15912,30-75K
University of Massachusetts-Boston,0.731768651,12569,30-75K
Massachusetts Bay Community College,0.62464986,13382,30-75K
MCPHS University,0.925601751,37191,30-75K
Massachusetts College of Art and Design,0.728110599,22221,30-75K
Massachusetts Institute of Technology,0.940217391,3158,30-75K
Massachusetts Maritime Academy,0.891891892,11617,30-75K
Massasoit Community College,0.608606557,8973,30-75K
Merrimack College,0.861344538,29657,30-75K
Middlesex Community College,0.686679175,3772,30-75K
Montserrat College of Art,0.666666667,29544,30-75K
Mount Holyoke College,0.844660194,17414,30-75K
Mount Wachusett Community College,0.648496241,8133,30-75K
Newbury College,0.629464286,22276,30-75K
Nichols College,0.739130435,27144,30-75K
Massachusetts College of Liberal Arts,0.753472222,16446,30-75K
North Shore Community College,0.692520776,8535,30-75K
Northeastern University,0.848743987,16664,30-75K
Northern Essex Community College,0.600522193,9008,30-75K
College of Our Lady of the Elms,0.778325123,19545,30-75K
Pine Manor College,0.447619048,15725,30-75K
Quincy College,0.590322581,14028,30-75K
Quinsigamond Community College,0.615602837,8516,30-75K
Regis College,0.773333333,25837,30-75K
Salem State University,0.745652174,18266,30-75K
Simmons University,0.844192635,24253,30-75K
Smith College,0.859016393,12358,30-75K
Springfield College,0.674509804,22589,30-75K
Springfield Technical Community College,0.699468085,8085,30-75K
University of Massachusetts-Dartmouth,0.762711864,17018,30-75K
Stonehill College,0.90776699,27665,30-75K
Suffolk University,0.785216179,28368,30-75K
Tufts University,0.928571429,12285,30-75K
Wentworth Institute of Technology,0.878136201,31576,30-75K
Western New England University,0.849056604,26791,30-75K
Westfield State University,0.815926893,15526,30-75K
Wheaton College,0.883977901,22945,30-75K
Worcester Polytechnic Institute,0.926760563,32664,30-75K
Worcester State University,0.755555556,17344,30-75K
Adrian College,0.777777778,24327,30-75K
Albion College,0.877118644,11861,30-75K
Alma College,0.851711027,19195,30-75K
Alpena Community College,0.602409639,4099,30-75K
Andrews University,0.68442623,17542,30-75K
Aquinas College,0.713864307,14641,30-75K
Baker College,0.502355713,12866,30-75K
Bay de Noc Community College,0.69035533,8904,30-75K
Calvin University,0.876796715,22158,30-75K
Central Michigan University,0.692938659,14342,30-75K
Mott Community College,0.491400491,6201,30-75K
Cleary University,0.670967742,16418,30-75K
Concordia University-Ann Arbor,0.70790378,23428,30-75K
College for Creative Studies,0.684684685,33499,30-75K
Davenport University,0.537229437,21395,30-75K
Delta College,0.62625,5178,30-75K
University of Detroit Mercy,0.698989899,19118,30-75K
Eastern Michigan University,0.611522634,14415,30-75K
Ferris State University,0.718954248,12663,30-75K
Glen Oaks Community College,0.5,7216,30-75K
Kettering University,0.918429003,35596,30-75K
Gogebic Community College,0.733695652,7677,30-75K
Grace Christian University,0.666666667,12951,30-75K
Cornerstone University,0.744939271,18052,30-75K
Grand Rapids Community College,0.578854105,8402,30-75K
Grand Valley State University,0.781085814,15296,30-75K
Henry Ford College,0.409950946,4791,30-75K
Hope College,0.916216216,19023,30-75K
Jackson College,0.522561863,9715,30-75K
Kalamazoo Valley Community College,0.527989822,5097,30-75K
Kellogg Community College,0.495,8316,30-75K
Kirtland Community College,0.60483871,5893,30-75K
Lake Michigan College,0.566666667,8435,30-75K
Lake Superior State University,0.734439834,9830,30-75K
Lansing Community College,0.52303207,4763,30-75K
Lawrence Technological University,0.756097561,28624,30-75K
Madonna University,0.675126904,15498,30-75K
Rochester University,0.598901099,15812,30-75K
University of Michigan-Ann Arbor,0.821428571,8929,30-75K
Michigan State University,0.818403413,17542,30-75K
Michigan Technological University,0.876190476,11395,30-75K
University of Michigan-Dearborn,0.644345238,10250,30-75K
University of Michigan-Flint,0.600950119,11688,30-75K
Mid Michigan College,0.512155592,7728,30-75K
Monroe County Community College,0.585526316,4120,30-75K
Muskegon Community College,0.599431818,3730,30-75K
North Central Michigan College,0.64640884,3337,30-75K
Northern Michigan University,0.721789883,13577,30-75K
Northwestern Michigan College,0.605919003,9384,30-75K
Northwood University,0.66375969,19899,30-75K
Oakland Community College,0.488038278,4609,30-75K
Oakland University,0.626794258,8507,30-75K
Olivet College,0.661016949,19552,30-75K
Saginaw Valley State University,0.668401487,14373,30-75K
Schoolcraft College,0.535787321,7956,30-75K
Siena Heights University,0.638297872,19662,30-75K
St Clair County Community College,0.585034014,4997,30-75K
Spring Arbor University,0.746594005,17089,30-75K
Finlandia University,0.74829932,21399,30-75K
Wayne County Community College District,0.364475202,6888,30-75K
Wayne State University,0.543498597,12631,30-75K
West Shore Community College,0.632653061,4266,30-75K
Western Michigan University,0.718600368,16881,30-75K
Alexandria Technical & Community College,0.846296296,13043,30-75K
Anoka-Ramsey Community College,0.677419355,11781,30-75K
Augsburg University,0.822265625,19988,30-75K
Bemidji State University,0.786357786,13223,30-75K
Bethany Lutheran College,0.858108108,12709,30-75K
Bethel University,0.897356143,19998,30-75K
Central Lakes College-Brainerd,0.6896,12608,30-75K
Concordia College at Moorhead,0.92178771,20161,30-75K
Concordia University-Saint Paul,0.763414634,15363,30-75K
Martin Luther College,0.932432432,16399,30-75K
Lake Superior College,0.734161491,13005,30-75K
Minnesota State Community and Technical College,0.752717391,10580,30-75K
Gustavus Adolphus College,0.918699187,15831,30-75K
Hamline University,0.843096234,18370,30-75K
Hibbing Community College,0.689759036,9944,30-75K
Inver Hills Community College,0.698841699,10921,30-75K
Itasca Community College,0.735632184,11210,30-75K
Macalester College,0.915254237,16193,30-75K
South Central College,0.711043873,9622,30-75K
Minnesota State University-Mankato,0.855924171,13688,30-75K
Metropolitan State University,0.759615385,15437,30-75K
University of Minnesota-Twin Cities,0.823595823,11199,30-75K
University of Minnesota-Crookston,0.818532819,9150,30-75K
Minneapolis College of Art and Design,0.776119403,24057,30-75K
Minneapolis Community and Technical College,0.591992374,13189,30-75K
Herzing University-Minneapolis,0.569252078,19880,30-75K
University of Minnesota-Duluth,0.860169492,11340,30-75K
University of Minnesota-Morris,0.815972222,5912,30-75K
Minnesota State University Moorhead,0.81042988,14699,30-75K
North Hennepin Community College,0.661322645,10055,30-75K
Normandale Community College,0.707218167,12447,30-75K
North Central University,0.772727273,19236,30-75K
University of Northwestern-St Paul,0.864912281,18749,30-75K
Rainy River Community College,0.591549296,9459,30-75K
Rochester Community and Technical College,0.739786856,13871,30-75K
College of Saint Benedict,0.938848921,20496,30-75K
St Cloud Technical and Community College,0.765606596,9135,30-75K
Saint Cloud State University,0.846818182,12879,30-75K
Saint Mary's University of Minnesota,0.801829268,16155,30-75K
St Olaf College,0.916129032,13006,30-75K
Crown College,0.821656051,21627,30-75K
The College of Saint Scholastica,0.844481605,20620,30-75K
University of St Thomas,0.887658228,25864,30-75K
St Catherine University,0.779132791,17201,30-75K
Rasmussen College-Minnesota,0.497291441,16620,30-75K
Southwest Minnesota State University,0.811864407,12943,30-75K
Vermilion Community College,0.680981595,11391,30-75K
Dunwoody College of Technology,0.745,19962,30-75K
Ridgewater College,0.737247353,11772,30-75K
Winona State University,0.881355932,14283,30-75K
Century College,0.674174174,10960,30-75K
Alcorn State University,0.360995851,16909,30-75K
Belhaven University,0.642156863,17691,30-75K
Copiah-Lincoln Community College,0.537572254,4860,30-75K
Delta State University,0.649180328,12107,30-75K
East Central Community College,0.455882353,5716,30-75K
East Mississippi Community College,0.514851485,6958,30-75K
Holmes Community College,0.56,5287,30-75K
Itawamba Community College,0.53968254,5992,30-75K
Jackson State University,0.463917526,13299,30-75K
Jones County Junior College,0.557017544,5875,30-75K
Meridian Community College,0.461956522,6743,30-75K
Millsaps College,0.794392523,20757,30-75K
University of Mississippi,0.706552707,14438,30-75K
Mississippi University for Women,0.690763052,10944,30-75K
Mississippi Valley State University,0.418478261,16155,30-75K
Mississippi College,0.703125,15662,30-75K
Mississippi Gulf Coast Community College,0.591065292,8008,30-75K
Mississippi State University,0.768060837,16780,30-75K
Northeast Mississippi Community College,0.58781362,12045,30-75K
Northwest Mississippi Community College,0.554545455,6138,30-75K
Pearl River Community College,0.611374408,8274,30-75K
University of Southern Mississippi,0.698574338,13734,30-75K
Tougaloo College,0.408163265,15939,30-75K
William Carey University,0.648275862,19208,30-75K
Avila University,0.714912281,16298,30-75K
Baptist Bible College,0.712328767,23990,30-75K
Central Methodist University-College of Liberal Arts and Sciences,0.760638298,18480,30-75K
University of Central Missouri,0.725174825,12740,30-75K
Columbia College,0.636029412,23426,30-75K
Cottey College,0.789473684,18104,30-75K
Crowder College,0.636655949,5424,30-75K
Culver-Stockton College,0.736585366,19279,30-75K
Drury University,0.648780488,16370,30-75K
East Central College,0.612121212,8054,30-75K
Evangel University,0.800884956,20893,30-75K
Fontbonne University,0.638888889,17725,30-75K
Ozarks Technical Community College,0.61342155,8220,30-75K
Hannibal-LaGrange University,0.796680498,19431,30-75K
Harris-Stowe State University,0.292307692,11144,30-75K
Jefferson College,0.592436975,8200,30-75K
Kansas City Art Institute,0.587628866,29834,30-75K
Lincoln University,0.511952191,12055,30-75K
Lindenwood University,0.710084034,16340,30-75K
State Technical College of Missouri,0.760797342,8074,30-75K
Metropolitan Community College-Kansas City,0.608658744,6615,30-75K
Maryville University of Saint Louis,0.733333333,22281,30-75K
Mineral Area College,0.564315353,8744,30-75K
Missouri Baptist University,0.671779141,19335,30-75K
Missouri Southern State University,0.669565217,9636,30-75K
Missouri Valley College,0.583850932,18774,30-75K
Missouri Western State University,0.613537118,9907,30-75K
University of Missouri-Columbia,0.797137014,15402,30-75K
University of Missouri-Kansas City,0.716444444,13475,30-75K
Missouri University of Science and Technology,0.889952153,12906,30-75K
University of Missouri-St Louis,0.720946416,10266,30-75K
Moberly Area Community College,0.631961259,7158,30-75K
Truman State University,0.89,10371,30-75K
Northwest Missouri State University,0.763809524,11014,30-75K
Ozark Christian College,0.728476821,14142,30-75K
Park University,0.675973549,16010,30-75K
Ranken Technical College,0.712365591,15354,30-75K
Rockhurst University,0.769516729,19398,30-75K
Saint Louis University,0.800988875,21765,30-75K
Saint Louis Community College,0.615581098,8139,30-75K
Southwest Baptist University,0.794238683,13529,30-75K
State Fair Community College,0.594095941,4913,30-75K
Stephens College,0.705128205,20902,30-75K
Southeast Missouri State University,0.73656321,11903,30-75K
Missouri State University-Springfield,0.762527233,14846,30-75K
North Central Missouri College,0.676348548,8288,30-75K
Washington University in St Louis,0.90990991,10001,30-75K
Webster University,0.719178082,20598,30-75K
Westminster College,0.805084746,18055,30-75K
William Jewell College,0.849557522,17855,30-75K
William Woods University,0.769585254,20002,30-75K
Highlands College of Montana Tech,0.834355828,9627,30-75K
Carroll College,0.897777778,22210,30-75K
Dawson Community College,0.723684211,8756,30-75K
Montana State University Billings,0.779552716,13857,30-75K
Great Falls College Montana State University,0.751798561,9948,30-75K
University of Providence,0.655737705,20537,30-75K
Helena College University of Montana,0.772222222,11544,30-75K
Montana Technological University,0.834355828,12940,30-75K
Montana State University,0.865508366,17260,30-75K
The University of Montana,0.764979639,15689,30-75K
Montana State University-Northern,0.803418803,12628,30-75K
Rocky Mountain College,0.851648352,15448,30-75K
The University of Montana-Western,0.776649746,12813,30-75K
Bellevue University,0.724530831,12069,30-75K
Clarkson College,0.815789474,25197,30-75K
Chadron State College,0.826203209,13915,30-75K
Concordia University-Nebraska,0.863468635,19582,30-75K
Creighton University,0.864541833,25163,30-75K
Doane University,0.835543767,22136,30-75K
Hastings College,0.866935484,21232,30-75K
University of Nebraska at Kearney,0.837301587,15108,30-75K
Nebraska Methodist College of Nursing & Allied Health,0.830985916,20982,30-75K
Metropolitan Community College Area,0.6234375,4081,30-75K
Mid-Plains Community College,0.653846154,5891,30-75K
Midland University,0.836206897,23482,30-75K
University of Nebraska at Omaha,0.782922429,12168,30-75K
Nebraska Wesleyan University,0.885793872,20722,30-75K
University of Nebraska-Lincoln,0.842172253,15963,30-75K
Northeast Community College,0.772519084,8321,30-75K
Peru State College,0.735119048,14426,30-75K
College of Saint Mary,0.748502994,10177,30-75K
Southeast Community College Area,0.714513557,9414,30-75K
Union College,0.744966443,22119,30-75K
Nebraska College of Technical Agriculture,0.842172253,11230,30-75K
Wayne State College,0.816770186,12479,30-75K
Western Nebraska Community College,0.698924731,5595,30-75K
York College,0.728070175,15099,30-75K
Career College of Northern Nevada,0.44,16883,30-75K
College of Southern Nevada,0.504881451,7236,30-75K
The Art Institute of Las Vegas,0.429389313,20112,30-75K
University of Nevada-Las Vegas,0.670602125,10277,30-75K
University of Nevada-Reno,0.787064677,13343,30-75K
Sierra Nevada College,0.652173913,24339,30-75K
Truckee Meadows Community College,0.567867036,8813,30-75K
Western Nevada College,0.542372881,11665,30-75K
Colby-Sawyer College,0.822857143,23311,30-75K
Dartmouth College,0.915492958,8769,30-75K
Franklin Pierce University,0.75308642,27027,30-75K
New England College,0.653679654,25144,30-75K
Southern New Hampshire University,0.744060475,40516,30-75K
University of New Hampshire-Main Campus,0.898428732,18298,30-75K
Keene State College,0.840053763,16496,30-75K
University of New Hampshire at Manchester,0.898428732,10361,30-75K
Plymouth State University,0.788124157,19525,30-75K
NHTI-Concord's Community College,0.720897616,19687,30-75K
Lakes Region Community College,0.735294118,20469,30-75K
Manchester Community College,0.658227848,17216,30-75K
Nashua Community College,0.666666667,17640,30-75K
Great Bay Community College,0.695652174,18937,30-75K
Rivier University,0.787644788,22529,30-75K
Saint Anselm College,0.905797101,24952,30-75K
Granite State College,0.674641148,14029,30-75K
Atlantic Cape Community College,0.508368201,10087,30-75K
Bergen Community College,0.607619048,9957,30-75K
Berkeley College-Woodland Park,0.525826446,15821,30-75K
Bloomfield College,0.551820728,21239,30-75K
Brookdale Community College,0.57337884,8233,30-75K
Rowan College at Burlington County,0.571823204,7583,30-75K
Caldwell University,0.651340996,22849,30-75K
Camden County College,0.543859649,7272,30-75K
Centenary University,0.657824934,17186,30-75K
County College of Morris,0.683962264,9003,30-75K
Drew University,0.80625,20665,30-75K
Fairleigh Dickinson University-Metropolitan Campus,0.732362822,13075,30-75K
Felician University,0.671755725,17059,30-75K
Fairleigh Dickinson University-Florham Campus,0.732362822,18227,30-75K
Georgian Court University,0.710884354,19543,30-75K
Rowan University,0.784757119,22722,30-75K
Rowan College of South Jersey Gloucester Campus,0.59009009,7402,30-75K
Eastwick College-Ramsey,0.590225564,14625,30-75K
Hudson County Community College,0.575757576,7985,30-75K
New Jersey City University,0.62109375,13231,30-75K
Kean University,0.653187115,18151,30-75K
Mercer County Community College,0.529562982,6317,30-75K
Middlesex County College,0.592654424,9240,30-75K
Monmouth University,0.790186125,23767,30-75K
Montclair State University,0.760124611,19045,30-75K
Eastwick College-Nutley,0.464912281,19928,30-75K
New Jersey Institute of Technology,0.807610994,16984,30-75K
Ocean County College,0.578034682,11776,30-75K
Passaic County Community College,0.602150538,9887,30-75K
Ramapo College of New Jersey,0.824,17801,30-75K
Rider University,0.753303965,24440,30-75K
Rutgers University-Camden,0.777414487,10471,30-75K
Rutgers University-New Brunswick,0.777414487,16623,30-75K
Rutgers University-Newark,0.777414487,12619,30-75K
Saint Peter's University,0.550143267,12200,30-75K
Salem Community College,0.536231884,9926,30-75K
Seton Hall University,0.788732394,25565,30-75K
College of Saint Elizabeth,0.730496454,19184,30-75K
Raritan Valley Community College,0.605263158,7117,30-75K
Stevens Institute of Technology,0.911214953,30583,30-75K
Stockton University,0.752808989,18018,30-75K
The College of New Jersey,0.902214022,20863,30-75K
Union County College,0.590200445,4137,30-75K
William Paterson University of New Jersey,0.694395797,16176,30-75K
New Mexico State University-Dona Ana,0.658842795,6314,30-75K
Eastern New Mexico University-Main Campus,0.62244898,10833,30-75K
Eastern New Mexico University-Roswell Campus,0.62244898,5463,30-75K
New Mexico Highlands University,0.645756458,11050,30-75K
New Mexico Junior College,0.509615385,8513,30-75K
University of New Mexico-Gallup Campus,0.69828135,7712,30-75K
New Mexico Institute of Mining and Technology,0.880952381,13062,30-75K
University of New Mexico-Los Alamos Campus,0.69828135,8248,30-75K
University of New Mexico-Main Campus,0.69828135,15356,30-75K
New Mexico State University-Alamogordo,0.658842795,6887,30-75K
New Mexico State University-Carlsbad,0.658842795,7998,30-75K
New Mexico State University-Grants,0.658842795,6154,30-75K
